1648022148530,1042,HTTP Request1,200,OK,Thread Group 1-2,text,true,,1148,125,5,5,https://reqres.in/api/users/2,996,0,917
1648022148862,985,HTTP Request1,200,OK,Thread Group 1-3,text,true,,1150,125,4,4,https://reqres.in/api/users/2,985,0,945
1648022149529,1090,HTTP Request1,200,OK,Thread Group 1-5,text,true,,1152,125,6,6,https://reqres.in/api/users/2,1090,0,1070
1648022149860,925,HTTP Request1,200,OK,Thread Group 1-6,text,true,,1150,125,5,5,https://reqres.in/api/users/2,925,0,897
1648022150195,1467,HTTP Request1,200,OK,Thread Group 1-7,text,true,,1146,125,7,7,https://reqres.in/api/users/2,1467,0,1446
1648022150861,1160,HTTP Request1,200,OK,Thread Group 1-9,text,true,,1148,125,7,7,https://reqres.in/api/users/2,1160,0,1138
1648022152525,1615,HTTP Request1,200,OK,Thread Group 1-14,text,true,,1150,125,12,12,https://reqres.in/api/users/2,1615,0,1558
1648022148360,8178,HTTP Request1,200,OK,Thread Group 1-1,text,true,,1152,125,19,19,https://reqres.in/api/users/2,8178,0,4260
1648022154188,3638,HTTP Request1,200,OK,Thread Group 1-19,text,true,,1148,125,21,21,https://reqres.in/api/users/2,3638,0,3625
1648022149197,9010,HTTP Request1,200,OK,Thread Group 1-4,text,true,,1148,125,22,22,https://reqres.in/api/users/2,9010,0,5082
1648022155187,3729,HTTP Request1,200,OK,Thread Group 1-22,text,true,,1148,125,23,23,https://reqres.in/api/users/2,3729,0,2639
1648022150526,8789,HTTP Request1,200,OK,Thread Group 1-8,text,true,,1152,125,23,23,https://reqres.in/api/users/2,8789,0,6011
1648022157851,3810,HTTP Request1,200,OK,Thread Group 1-30,text,true,,1146,125,29,29,https://reqres.in/api/users/2,3809,0,3781
1648022159516,2167,HTTP Request1,200,OK,Thread Group 1-35,text,true,,1150,125,28,28,https://reqres.in/api/users/2,2167,0,2141
1648022158851,2832,HTTP Request1,200,OK,Thread Group 1-33,text,true,,1146,125,28,28,https://reqres.in/api/users/2,2832,0,2792
1648022151525,10368,HTTP Request1,200,OK,Thread Group 1-11,text,true,,1144,125,27,27,https://reqres.in/api/users/2,10368,0,6682
1648022151193,12519,HTTP Request1,200,OK,Thread Group 1-10,text,true,,1152,125,31,31,https://reqres.in/api/users/2,12519,0,7306
1648022151862,12712,HTTP Request1,200,OK,Thread Group 1-12,text,true,,1146,125,33,33,https://reqres.in/api/users/2,12712,0,10197
1648022152193,13799,HTTP Request1,200,OK,Thread Group 1-13,text,true,,1146,125,36,36,https://reqres.in/api/users/2,13799,0,7121
1648022153525,12842,HTTP Request1,200,OK,Thread Group 1-17,text,true,,1158,125,36,36,https://reqres.in/api/users/2,12842,0,10187
1648022152856,13511,HTTP Request1,200,OK,Thread Group 1-15,text,true,,1158,125,36,36,https://reqres.in/api/users/2,13511,0,10855
1648022162180,5779,HTTP Request1,200,OK,Thread Group 1-43,text,true,,1150,125,39,39,https://reqres.in/api/users/2,5779,0,5757
