1648022163515,4463,HTTP Request1,200,OK,Thread Group 1-47,text,true,,1150,125,38,38,https://reqres.in/api/users/2,4463,0,4437
1648022164511,3467,HTTP Request1,200,OK,Thread Group 1-50,text,true,,1152,125,38,38,https://reqres.in/api/users/2,3467,0,3446
1648022165844,2153,HTTP Request1,200,OK,Thread Group 1-54,text,true,,1146,125,36,36,https://reqres.in/api/users/2,2153,0,2131
1648022153189,15062,HTTP Request1,200,OK,Thread Group 1-16,text,true,,1150,125,35,35,https://reqres.in/api/users/2,15061,0,9303
1648022154522,14436,HTTP Request1,200,OK,Thread Group 1-20,text,true,,1152,125,34,34,https://reqres.in/api/users/2,14436,0,10052
1648022155523,13437,HTTP Request1,200,OK,Thread Group 1-23,text,true,,1152,125,34,34,https://reqres.in/api/users/2,13437,0,9051
1648022156520,12440,HTTP Request1,200,OK,Thread Group 1-26,text,true,,1148,125,34,34,https://reqres.in/api/users/2,12440,0,8054
1648022153861,15650,HTTP Request1,200,OK,Thread Group 1-18,text,true,,1152,125,31,31,https://reqres.in/api/users/2,15650,0,8033
1648022156852,12973,HTTP Request1,200,OK,Thread Group 1-27,text,true,,1142,125,30,30,https://reqres.in/api/users/2,12972,0,9514
1648022161181,8652,HTTP Request1,200,OK,Thread Group 1-40,text,true,,1150,125,29,29,https://reqres.in/api/users/2,8652,0,7775
1648022162512,7332,HTTP Request1,200,OK,Thread Group 1-44,text,true,,1150,125,28,28,https://reqres.in/api/users/2,7332,0,7309
1648022163846,6004,HTTP Request1,200,OK,Thread Group 1-48,text,true,,1152,125,27,27,https://reqres.in/api/users/2,6004,0,5985
1648022166177,3698,HTTP Request1,200,OK,Thread Group 1-55,text,true,,1148,125,26,26,https://reqres.in/api/users/2,3698,0,3667
1648022164847,5028,HTTP Request1,200,OK,Thread Group 1-51,text,true,,1150,125,26,26,https://reqres.in/api/users/2,5028,0,4997
1648022167174,2701,HTTP Request1,200,OK,Thread Group 1-58,text,true,,1154,125,26,26,https://reqres.in/api/users/2,2701,0,2676
1648022154854,15379,HTTP Request1,200,OK,Thread Group 1-21,text,true,,1150,125,23,23,https://reqres.in/api/users/2,15379,0,10906
1648022155856,14380,HTTP Request1,200,OK,Thread Group 1-24,text,true,,1154,125,22,22,https://reqres.in/api/users/2,14380,0,11508
1648022158183,12069,HTTP Request1,200,OK,Thread Group 1-31,text,true,,1150,125,21,21,https://reqres.in/api/users/2,12069,0,11239
1648022159849,10405,HTTP Request1,200,OK,Thread Group 1-36,text,true,,1154,125,20,20,https://reqres.in/api/users/2,10405,0,10382
1648022160515,9740,HTTP Request1,200,OK,Thread Group 1-38,text,true,,1150,125,20,20,https://reqres.in/api/users/2,9740,0,9718
1648022157186,13077,HTTP Request1,200,OK,Thread Group 1-28,text,true,,1148,125,18,18,https://reqres.in/api/users/2,13077,0,11064
1648022162848,7420,HTTP Request1,200,OK,Thread Group 1-45,text,true,,1156,125,17,17,https://reqres.in/api/users/2,7420,0,7398
1648022161516,8756,HTTP Request1,200,OK,Thread Group 1-41,text,true,,1146,125,16,16,https://reqres.in/api/users/2,8756,0,8729
1648022165179,5096,HTTP Request1,200,OK,Thread Group 1-52,text,true,,1154,125,15,15,https://reqres.in/api/users/2,5096,0,5076
1648022166509,3772,HTTP Request1,200,OK,Thread Group 1-56,text,true,,1144,125,14,14,https://reqres.in/api/users/2,3772,0,3748
1648022167509,2801,HTTP Request1,200,OK,Thread Group 1-59,text,true,,1152,125,13,13,https://reqres.in/api/users/2,2801,0,2777
1648022156187,14486,HTTP Request1,200,OK,Thread Group 1-25,text,true,,1144,125,12,12,https://reqres.in/api/users/2,14486,0,9805
1648022159182,11516,HTTP Request1,200,OK,Thread Group 1-34,text,true,,1152,125,11,11,https://reqres.in/api/users/2,11516,0,11489
1648022160183,10515,HTTP Request1,200,OK,Thread Group 1-37,text,true,,1152,125,11,11,https://reqres.in/api/users/2,10515,0,10489
1648022158517,12181,HTTP Request1,200,OK,Thread Group 1-32,text,true,,1150,125,11,11,https://reqres.in/api/users/2,12181,0,11879
1648022157518,13187,HTTP Request1,200,OK,Thread Group 1-29,text,true,,1148,125,8,8,https://reqres.in/api/users/2,13187,0,11993
1648022161847,8866,HTTP Request1,200,OK,Thread Group 1-42,text,true,,1154,125,7,7,https://reqres.in/api/users/2,8866,0,8840
1648022163181,7533,HTTP Request1,200,OK,Thread Group 1-46,text,true,,1150,125,6,6,https://reqres.in/api/users/2,7533,0,7511
1648022160849,9868,HTTP Request1,200,OK,Thread Group 1-39,text,true,,1148,125,5,5,https://reqres.in/api/users/2,9868,0,9838
1648022167842,2889,HTTP Request1,200,OK,Thread Group 1-60,text,true,,1146,125,4,4,https://reqres.in/api/users/2,2889,0,2871
1648022165509,5433,HTTP Request1,200,OK,Thread Group 1-53,text,true,,1150,125,3,3,https://reqres.in/api/users/2,5433,0,5405
1648022166842,4101,HTTP Request1,200,OK,Thread Group 1-57,text,true,,1146,125,3,3,https://reqres.in/api/users/2,4101,0,4072
1648022164178,6765,HTTP Request1,200,OK,Thread Group 1-49,text,true,,1152,125,3,3,https://reqres.in/api/users/2,6765,0,6736
